"","marketplace","customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date"
"9193","US",33173373,"R1C2RMYZEQ8RWA","B00RQJRXMQ",172703943,"Securifi Almond 3: Complete Smart Home Wi-Fi system - Easy to Set up Dual Band Gigabit Wi-Fi Router, Built-in Security Siren, Universally Compatible with modems - Works with Alexa","PC",1,0,2,"N","Y","Horrible extender","Horrible extender, maybe 30 extra feet.",2015-08-30
"9194","US",9161269,"R2HX5EZWU0B26U","B00IHT5KX8",263163507,"SumacLife Cady Bag Collection Durable Semi Hard Shell Carrying Case With Removable Shoulder Strap for 15.6 Laptops / Notebook (Pink)","PC",5,0,0,"N","Y","110% SATISFIED!","Absolutely LOVE my new laptop case. Aside from the fact that it is pink (my favorite color), it's extremely durable, lightweight, easy to clean, has an adjustable/removable carrying strap, which makes it very versatile. The handles are made of some soft rubber-like material which make it comfortable to carry by hand. Tons on pockets and compartments to stash little accessories. I would buy it again as a gift for a friend just because of how good a product it is for the price. Not to mention, my 15.6&#34; Lenovo Laptop fits like a glove. (:",2015-08-30
"9195","US",38130138,"R1Y3QBNBPEH5BC","B007ZSV9XM",372944470,"EZ Eyes LG Keyboard","PC",5,0,0,"N","Y","Five Stars","was very satisfied",2015-08-30
"9196","US",11363046,"R1HB45XKFY3H5G","B00P1YHMW4",390227670,"FEBNISCTE Creative Cartoon Animal Shaped USB2.0 Flash Drive","PC",5,0,0,"N","Y","really cute","This came in 2 days (thanks Prime), and looks as adorable in person<U+200B> as it does on the picture",2015-08-30
"9197","US",29815711,"R34BWVOMD7W1QF","B0096DGPII",547094058,"Laptop Skin Shop Neoprene Laptop Tablet Sleeve W. Hidden Handle Case Fits Apple Ipad 1 Ipad 2 Ipad 3/Kindle Fire / Samsung Galaxy Tablet / Asus Eee Pad / Acer Iconia Tab /Acer Aspire one/Dell inspiron mini/Samsung N145/Toshiba/Kindle DX/Lenovo S205/HP Touchpad Mini 210 8"" 8.9"" 9"" 10"" 10.2"" Netbook, Leopard Print","PC",3,0,0,"N","Y","Three Stars","Easy to fit.",2015-08-30
"9198","US",17106,"R13WD544AFWAWD","B00KQE2JYK",956940287,"Standing Leather Case for Fire HD 7 (4th Generation), Black","PC",5,0,0,"N","N","Five Stars","Would buy again",2015-08-30
"9199","US",53070001,"R60TLUBRHXOBT","B00MANK52S",829390329,"Chafon Mini USB Rfid 125khz ID Em Proximity Card Reader Support Windows XP Win7/8 Linux Android Operate System for Door Access Control +2 Pcs Em Card(White)","PC",5,0,0,"N","Y","Works perfectly and the price is right.","Works perfectly and the price is right.",2015-08-30
"9200","US",23233385,"R3GZ4N9LCBW37L","B0040IIDZC",562467765,"GTMax USB 2.0 A to Mini-USB B 5-Pin Retractable Cable for Canon Advanced Powe...","PC",4,0,0,"N","Y","Four Stars","Very useful when in the office or traveling. I just wish the cord were a wee bit longer.",2015-08-30
"9201","US",38087383,"R3JGE28ES58ND8","B00QV7N9D6",31160894,"Fintie Verizon Ellipsis 8 Case - Slim Fit Premium Vegan Leather Cover for Verizon Ellipsis 8 4G LTE Tablet, Compatible With Verizon Ellipsis Kids","PC",2,0,0,"N","Y","I give it a low rating due to stand not ...","I give it a low rating due to stand not supporting device",2015-08-30
"9202","US",26900834,"RXFXR800GR69N","B00I15SB16",479473290,"Kindle, 6"" Glare-Free Touchscreen Display","PC",1,0,1,"N","Y","One Star","This product has not worked since I got it. It doesn't accept charge and will not turn on.",2015-08-30
"9203","US",26008766,"R38T05PDOS62LD","B00CYQPMJC",270050908,"Kindle Fire HDX 7"", HDX Display (Previous Generation - 3rd)","PC",5,0,0,"N","N","Awesome display & sound","Very impressed.",2015-08-30
"9204","US",49470286,"R236M4OYBMV87O","B00HPQ0H0K",176437370,"ARCTIC S111 USB-Powered Portable Stereo Speakers for Tablet/eReader/MP3/Computers","PC",4,0,0,"N","Y","Four Stars","It's good for a cheap speaker",2015-08-30
"9205","US",16480960,"R1TLDAGORD3UDQ","B00QLDKP46",938395045,"Nextbook 10.1 Intel Quad Core 2 in 1 Det","PC",1,1,1,"N","Y","Does not charge. The original adapter does not work ...","Does not charge. The original adapter does not work so I purchased another and that one does not work either. Now I'm a few days late to return item. Piece of junk.",2015-08-30
"9206","US",13923145,"R19K3PZIDXVL2K","B011J6MYZW",995429875,"Cisco DPC3010 (Comcast, TWC, Cox Version) DOCSIS 3.0 Cable Modem [Bulk Packaging]","PC",4,1,2,"N","Y","Will Be Free of Cable Sooooon!","It's what he needs. Now he wants Roku",2015-08-30
"9207","US",28912262,"R37LIOCQU39KMQ","B00KYYGXCQ",784175887,"SwissGear Mensa 16"" Padded Laptop Backpack/School Travel Bag","PC",5,0,0,"N","Y","Five Stars","My son loves this backpack and it's very durable.",2015-08-30
"9208","US",23329764,"RV6QNKATPFAD2","B007T91AXG",172818582,"TOP CASE - Macbook Air 13"" 13-Inch Rubberized Hard Case Cover","PC",5,0,0,"N","Y","This case feels really good in the hands and it's not stiff","This case feels really good in the hands and it's not stiff .I'm able see the beauty of my device because it's clear.",2015-08-30
"9209","US",7944074,"R2YG5D32ZG01HN","B00FYQBNCE",468033108,"ORICO 25AU3 External Aluminum USB 3.0 2.5 inch SATA Hard Drive Disk Enclosure Case with Sleeve Tool Free - Red","PC",3,0,2,"N","N","External Hard drive. Orico 25AU3","I'm so sorry that my review doesn't meet your expectation. I'm having personal problems right now and can not try this product out. My laptop was stolen..... I don't have INTERNET set up. I don't have a home computer right now . That's in storage. I'm sure it's good. I have not bought anything that was in poor condition as of today.",2015-08-30
"9210","US",21907640,"R2RV4NCAIO9FF","B00J49ZH56",242183377,"Samsung ATIV Book 9 2014 Edition 15.6-Inch Touchscreen Laptop (Intel Core i7, Mineral Ash Black)","PC",5,0,1,"N","Y","Uber machine and seller","Dream ultrabook!. just got the ssd upgraded to 500gb and bloatware removed, updated to windows 10, wow what a machine and screen !!<br />Great service from seller too !!",2015-08-30
"9211","US",25173892,"R301SA3O2UO17A","B003X26VV4",505536767,"Mediasonic ProBox HF2-SU3S2 4 Bay 3.5” SATA HDD Enclosure – USB 3.0 & eSATA Support SATA 3 6.0Gbps HDD transfer speed","PC",5,0,2,"N","Y","Five Stars","Genial",2015-08-30
"9212","US",21867283,"R38MVSE0OVUXX8","B00FSB617C",476015235,"Belkin MultiTasker Pro Cover / Case for iPad Air (Blacktop)","PC",5,0,0,"N","Y","Five Stars","Good case at a good price",2015-08-30
"9213","US",1265136,"R8SYE8HEDDRXP","B00KVT2CSS",560644355,"Trio AXS 4G 7.85"" Tablet Case - UniGrip Edition - ROYAL BLUE - By Cush Cases (Sold at Walmart)","PC",3,0,0,"N","Y","Three Stars","does not stand well",2015-08-30
"9214","US",10512174,"R5QXK8QZUSUIK","B00T04VWTU",895643006,"Dell Venue 8 7000/7840 Case Cover, FYY Ultra Slim Magnetic Smart Cover Folio Case for Dell Venue 8 7000/7840 Black","PC",4,0,0,"N","Y","Holy enuf","Good except no on /off when using the cover.",2015-08-30
"9215","US",51863705,"R175OFEBOYYRRZ","B00H8YAVZU",516449032,"Rosewill Legacy V6-S Silver Structure Mini-ITX Tower Computer Case Cases Legacy V6-S Silver","PC",5,0,0,"N","Y","Too Bad.","This is really nice.  Too bad they discontinued it.",2015-08-30
"9216","US",9930444,"R1L90OTLBQRLAP","B00PHKFD14",3810880,"Chromo Inc® 7"" 4GB Capacitive Touchscreen Tablet - Runs Google Android 4.4 - Features Front & Rear Cameras, 1024x600 Resolution, Support for 3D Games & Rechargeable 2800mAh Battery","PC",5,2,2,"N","Y","Great First Tablet","My son recently turned 6 and for his birthday I got him this tablet to play a few learning games and to watch Netflix on. For a first tablet I would have to say it's definitely worth what I paid (less than $60).<br /><br />The camera quality on this tablet is poor but my 6 year old doesn't take pictures so this is fine with me. It's very easy to use with a simple on and off button so my son can easily shut it off when I tell him to.<br /><br />If you are looking for a simple tablet for your child this is a great one. Once he gets older I may splurge on a better one but I couldn't beat the price for this one.",2015-08-30
"9217","US",158009,"R200DJKZ22BMFS","B00OO9ZQPC",897770912,"Apple iPad AIR SMART COVER Parent","PC",5,0,0,"N","Y","Five Stars","It's very good.",2015-08-30
"9218","US",27473075,"R140F1AWM170A5","B00WE5KSFQ",735253149,"NEORTX Cable","PC",5,0,0,"N","Y","Five Stars","Great",2015-08-30
"9219","US",20387875,"R1M2HNCWB2R1AD","B004QRKWLA",145364728,"Microsoft Xbox 360 Wired Controller for Windows & Xbox 360 Console","PC",5,0,0,"N","Y","Five Stars","working just fine with my pc and laptop. never had any problem with it.",2015-08-30
"9220","US",2203684,"RPO7OFTZ8MQJO","B0057XC2X8",982625194,"SF Cable 15 ft Premium Ultra Flat CAT6 550 MHZ Network Patch Cable","PC",5,0,0,"N","Y","Five Stars","Good deal.",2015-08-30
"9221","US",12902163,"R3SOGP4ZSYQUR3","B008LTBJFM",787132274,"Crucial 2 GB DDR3 1066 MT/s (PC3-8500) CL7 SODIMM 204-Pin for Mac (CT2G3S1067M)","PC",5,0,0,"N","Y","Five Stars","Great product",2015-08-30
"9222","US",25134589,"R3FTLLGHXK0SAX","B00RGZD45U",177651245,"Mama Mouth Slim Folio 2-folding Stand Case Cover for 8"" Verizon Ellipsis 8 4G LTE / Ellipsis Kids QTAQZ3KID 2015 Android Tablet","PC",5,0,0,"N","Y","Recommend","Works great, looks great, just as described.",2015-08-30
"9223","US",35277555,"RT0HIU1OU4U1L","B00KANT0GC",416626091,"iPad Air Case,Aceguarder iPad Air Case CoverNew [Kidproof ] [Rainproof] [Dustproof] [ Shockproof] [ Anti-wrestling] Multiple Protection Silicone Plastic Standing Case for Ipad Air 5 (Pink-black)","PC",5,0,0,"N","Y","Five Stars","Amazing protective case, a must have and you are not going to get a better deal!",2015-08-30
"9224","US",42798666,"R2VU7UG482BD68","B00937QT9M",244362977,"nVidia Quadro 4000 2GB GDDR5 PCI-E x16 2.0 Graphics Video Card With DVI and DisplayPort Outputs Dell Part Number: 38Xnm","PC",5,0,1,"N","Y","Five Stars","Thank you.",2015-08-30
"9225","US",45673547,"R2MYMNCXFEFJLS","B00ODBP1O2",905095308,"Case for Fire HD 6 - Elsse Premium Folio Case with Stand for Fire HD 6 (Oct, 2014 Release)","PC",4,0,0,"N","Y","This is a great case. It's cute and durable too","This is a great case.  It's cute and durable too.  The only thing we've had trouble with is that it doesn't stand up all that well how it is shown in the pictures.",2015-08-30
"9226","US",41724091,"R3K12ZL5MYETSU","B00AAS888S",933121791,"Razer DeathAdder Essential - Optical eSports Ergonomic Professional-Grade Gaming Mouse - 6,400 Adjustible DPI","PC",3,0,0,"N","Y","Fabric of cord isn't that great.","Fabric started stripping within 1 month of playing as it rubs against the table. Quality, its alright I guess. Sad to see that strip of wire gone.",2015-08-30
"9227","US",2663941,"R3MS14LFP9NNO8","B0047WZOOO",259959911,"SanDisk microSD to SD Memory Card Adapter (MICROSD-ADAPTER)","PC",5,0,0,"N","Y","Good quality, good price","I haven't had any problems with this adapter. Gets the job done at a good price. The main problem i see with these adapters is that the lock slider gets loose, but this has stayed strong with extended use.<br /><br />I would buy again.",2015-08-30
"9228","US",26339714,"RSKLBPDKCL118","B00IFRH6JS",304436267,"E-Blue Mazer Type-R 2500 DPI Wireless Optical LED Gaming Mouse, Black (EMS152BK)","PC",5,0,0,"N","Y","The mouse is great, and the buttons feel nice and smooth for ...","The mouse is great, and the buttons feel nice and smooth for the clicks and the mouse wheel's rolling. I wasn't sure of the lights with the color changing every 2 seconds or so, I thought the color changed with the different DPI settings when you click them. But the lights didn't make a difference to me, if there was settings to change it to a color and keep it that would be cool. If there are settings for that, I didn't find it lol.",2015-08-30
"9229","US",1064584,"R3QGBAVQ97E95R","B005IPKVI8",875816934,"Case Logic LAPS-113 13.3-Inch Laptop / MacBook Air / MacBook Pro Retina Display Sleeve (Pink)","PC",5,0,0,"N","Y","Nice bright pink color!","Nice bright pink color! Durable. Couldn't ask for anything else!",2015-08-30
"9230","US",52429132,"RPLAKNEF87EL2","B00ENZRP0G",631954520,"Logitech Wireless Touch Keyboard K400 with Built-In Multi-Touch Touchpad","PC",5,0,0,"N","Y","Five Stars","Very nice little keyboard",2015-08-30
"9231","US",12061025,"R1K50PQGEBKJ05","B0094CX8QI",218544120,"MSI NVIDIA GeForce GTX 660 2GB GDDR5 PCI Express 3.0 Graphics Card N660 TF 2GD5/OC","PC",5,0,0,"N","Y","Five Stars","works for all games",2015-08-30
"9232","US",46032406,"R11D3EIP9PY40L","B00F8VYK1G",152361316,"EBL 3.6V 1000mAh Two-Way Radio Rechargeable Battery for Motorola 53615 m53615 KEBT-071-A KEBT-071-B KEBT-071-C KEBT-071-D Talkabout 5950 T4800 T4900 T5000 T5800 T9500R (2 Pack)","PC",5,0,0,"N","Y","Exact fit!","Exactly as described.",2015-08-30
"9233","US",7861391,"R1W1PVAFQIA9U5","B0098FWZTC",403373629,"Celestial Design Protective Decal Skin Sticker (High Gloss Coating) for 15 x 10.5 inch Laptop Notebook Computer Device","PC",5,0,0,"N","Y","But I love it","I have a 15&#34; screen so you do have to cut it down if u have smaller. But I love it",2015-08-30
"9234","US",16499603,"R2HG9O6S0U7X1C","B00L0YLRUW",566677655,"NETGEAR N300 Wi-Fi Range Extender, Essentials Edition (EX2700)","PC",2,0,0,"N","Y","Ehhhh","It's 20 feet from my router on the other side of a wall (phone shows 4 out of 5 connected to main router) and the tablets speed is absurdly slow while connected to this thing. Maybe I can use it for spare parts in a project.",2015-08-30
"9235","US",26450422,"RHBDV3IEE1ER4","B00M0F9CLQ",354283218,"Fintie iPad 2/3/4 Case - Slim Fit Folio Case with Smart Cover Auto Sleep / Wake Feature for Apple iPad 2, iPad 3 & iPad 4th Generation with Retina Display","PC",5,0,0,"N","Y","Great quality.","Very classy.  Ordered in black, and it's exactly what I wanted.  Great quality.",2015-08-30
"9236","US",47744320,"R2O62M6P1J5AA4","B00F90P9UC",437796050,"JETech iPad 2 / 3 / 4 Case Slim-Fit Cover for Apple iPad 2/3/4 w/Auto Sleep/Wake","PC",5,0,0,"N","Y","This is a very good case, I used this for a year and ...","This is a very good case, I used this for a year and half before it gave way. In all, it is a good product",2015-08-30
"9237","US",52501303,"R35ECY52RLRUXI","B00FFKIUJS",534737825,"Importer520 Premium Active USB 2.0 Extender / Repeater / Extension Cable with Built-in signal booster chips - Supports High Speed Data Transfer Rate of up to 480 Mbps","PC",4,0,0,"N","Y","Four Stars","Bought two and one did not work. Did get a refund from Amazon.",2015-08-30
"9238","US",50127332,"R3G64VG2ICJ4A0","B00E83X9P8",650618901,"Western Digital My Passport Ultra Portable External Hard Drive USB 3.0 with Auto and Cloud Backup","PC",4,0,0,"N","Y","My second drive","My second drive of the same type, but with a larger capacity now. Both work very well for at least 3 years now. I use it routinely to backup/store very important data at work and precious photos at home.",2015-08-30
"9239","US",48612,"R1XNMEEEFJH96G","B00NH2D5DC",665380525,"Gigabyte GV Gaming, Video Graphics Card","PC",5,0,0,"N","Y","Five Stars","COOL",2015-08-30
"9240","US",20451191,"R1APUJZAI7P5SI","B0050CZBUW",68517861,"XGear EXO Skin Protective Vinyl for MacBook Pro 15"" (Black Carbon Fiber)","PC",2,0,0,"N","Y","The top, bottom and sides fit perfectly. the ...","The top, bottom and sides fit perfectly. the keyboard bezel is not sized correctly. The width is too wide so it either has to hang off to left or to the right. I found you can restick it several times...",2015-08-30
"9241","US",49833289,"R3L4X2EVRLMIZ2","B00BIULEJC",355862762,"[Upgraded Version] SHARKK® Wireless Computer Mouse High Precision Optical Mouse For Laptops PC Computers, With Scrolling and Back Buttons, 3 Adjustable DPI Levels, 2000 DPI, Nano Receiver","PC",5,0,0,"N","Y","Quality product at reasonable price.","I own the prior version w/o the paging buttons and love it. This is a quality product at a very reasonable price.",2015-08-30
"9242","US",31662567,"R3SOFTZD48NHT1","B00ZOO1RFO",892452447,"Dell 2016 Inspiron Flagship High Performance 15.6"" HD Touchscreen Backlit Keyboard Laptop PC | AMD A10-8700P Quad-Core CPU| 8GB RAM| 1TB HDD| DVDRW| Windows 10 (Silver) | Woov Laptop Sleeve","PC",5,7,7,"N","Y","pretty fast no problems with lagging or response","Suitable for my work needs. ..pretty fast no problems with lagging or response. I will say the screen could be crisper,  I had to make adjustments to sharpness brightness and contrast. ..but that's OK Suitable everything else...",2015-08-30
"9243","US",275723,"R7DW9W91C9V3X","B00UN1D4O0",106927055,"5 Pack of 6ft HIGH QUALITY Multi-Colored Flat Noodle Lightning 8 pin to USB Cables for iPhone 5 / 5C / 5S / 6 / 6 Plus , iPad Mini, iPad Air, iPod Touch 5th Gen - Latest IOS Supported - (black-red-white-blue-green)","PC",2,0,0,"N","Y","Non functioning for iPad","These cords do not work for charging my iPad, though they do work for my iPhone. I was disappointed.",2015-08-30
"9244","US",22823927,"R3V0SXKGSU5ZVF","B00Y880SQ6",480621179,"LIKESEA (White) Lightning 8pin to 30pin Adapter Converter for iPhone 6/ 6 Plus / 5 / 5S / 5C, iPad Air, iPad mini , iPad 3 4, iPod Nano (7th gen), and iPod Touch (5th gen)","PC",5,0,0,"N","Y","Perfect","No problem",2015-08-30
"9245","US",15943748,"R2VCAXGF0GLQHP","B00J46VVKE",82850235,"iXCC Multi pack Lightning cable","PC",4,0,0,"N","Y","Don't waste your money. See Follow up comments","Not the most expensive cable but not the cheapest either.  With limited use the cable's coating has completely broken away thereby exposing the wiring.  Would not buy again or recommend to anyone.  Cheap material simply not made to last.<br /><br />Follow up.  Sept 3, 2015. Don't know about the quality of the product but their customer service is terrific.  They contacted me after I posted my review and offered to send a replacement.  I was impressed with them reaching out in a proactive manner and will gladly give them another opportunity to get my business.",2015-08-30
"9246","US",51474920,"RBLOPSXLK81VF","B008G2GBN4",527175857,"Pwr+ Extra Long 6.5 Ft Data Sync Cable USB to 40 Pin for Asus Eee Pad Transformer Tf101 Tf101g Tf700 Tf700t; Prime Tf201 Tf300t Tf300tl; Eee Pad Slider Sl101","PC",1,0,0,"N","Y","I like to take a good care of my electronics","It stpped working not even s month after I bought it. I like to take a good care of my electronics, so it was not because I didn't take car of ite. I was very disappointed with this product.",2015-08-30
"9247","US",30866273,"R34TDFPM4HULES","B00OQVZDJM",223423308,"Kindle Paperwhite","PC",5,0,0,"N","Y","Great reading addition!","Perfect. My husband gave it to me as a birthday gift. I didn't really think I needed it but it turned out great. On the beach or at night perfect lighting and I love being able to adjust font size, no glasses needed! Plus always knowing where you stopped is so nice.",2015-08-30
"9248","US",2184276,"R2RCM9QE89D19Q","B007HCCOD0",74516567,"Kindle, 6"" E Ink Display, Wi-Fi (Previous Generation - 5th) - for international shipment","PC",5,0,0,"N","Y","and easy to read in bed without disturbing your partner","It goes everywhere with me. Long battery life, and easy to read in bed without disturbing your partner.",2015-08-30
"9249","US",45551678,"R3BC4J8PNMWJIY","B00LCJ06TI",331269443,"Fire HD 6","PC",3,0,0,"N","Y","Only okay, but disappointed","This kindle has a lot of nice features like dual cameras, but I am not at all impressed with the speakers. I hooked up the kindle to an auxiliary speaker to listen in the car and could barely hear the audio book. Couldn't turn up the volume any higher. I also had a terrible experience with support and was told there was NOTHING they could do for me and that I would have to purchase a new kindle (this one) and did not have any discounts.Left a bad taste, especially since I have purchased 4 previous kindles for family members.",2015-08-30
"9250","US",20610063,"RE3E0X6VHDPMN","B00SDA30YM",82156606,"Lenovo C50-30 23-Inch All-in-One Touchscreen Desktop i3, 8GB, 1TB HDD Window 10 (Discontinued by Manufacturer)","PC",5,1,3,"N","Y","Five Stars","Great family friendly computer",2015-08-30
"9251","US",24490348,"R3CC78CXJUG29Y","B00VVV42NS",164486028,"Case for Apple The New Macbook 12'' inch Retina Display Laptop Computer 2015 Release [Gold, Space Gray, Silver], Transparent Hard Shell Protective Case, Smooth Matte Finish","PC",4,0,0,"N","Y","It's not quite as nice as a product from Speck","It's not quite as nice as a product from Speck, but it's also quite a bit cheaper, at $16. Good, clean way to keep the soft aluminum safe from dings and scratches.",2015-08-30
"9252","US",23273832,"R2V3FX2U7T4ZJ6","B005MKH1XC",715171368,"Renegade Concepts: LAP PRO - Stand/Caddy Universal Beanbag Lap Stand Tablet Accessory for iPad 1, iPad 2, iPad 3, iPad 4, Acer, Nexus & all Android Tablets, E-Readers, Books & Google Devices - Bed, Couch, Travel Tablet Electronics Accessory - Adjustable Angle; 0 - 89 deg.","PC",1,0,1,"N","Y","One Star","Too mushy.... Doesn't hold I pad in place!",2015-08-30
"9253","US",302920,"R260K7F197WQEK","B00GPOW24M",807496008,"Innovera Full-Size Wired Optical Mouse, USB, Black","PC",4,0,0,"N","Y","Four Stars","good price, effective.",2015-08-30
"9254","US",49976975,"RI7BZBRHOX3H8","B0091DF9A8",354283218,"Fintie iPad 2/3/4 Case - Slim Fit Folio Case with Smart Cover Auto Sleep / Wake Feature for Apple iPad 2, iPad 3 & iPad 4th Generation with Retina Display","PC",5,0,0,"N","Y","Five Stars","Excellent product and service.",2015-08-30
"9255","US",7251495,"R3P2DBUKWXNCI5","B011ERJTYU",892525347,"ASUS STRIX GeForce GTX 980TI Overclocked 6 GB DDR5 384-bit DisplayPort HDMI 2.0 DVI-I Gaming Graphics Card","PC",5,0,0,"N","Y","Card works perfectly, i just wish i didn't had ...","Card works perfectly, i just wish i didn't had to wait 2 months to get one but it was worth it.",2015-08-30
"9256","US",18483701,"R1IBQYB6RTSAUD","B00NYGRGCC",530343371,"i-UniK RealPad by AARP 7.85"" Tablet 16GB Tablet Protection PU Leather Case [Bonus Dual Purpose Stylus]","PC",4,0,0,"N","Y","Four Stars","This cover was perfect for the AARP RealPad.  I liked having the ability to order what color I wanted.",2015-08-30
"9257","US",29525688,"R8VSO5VSG0ODJ","B00EUPV2RQ",294148747,"Corsair Vengeance Pro 16GB (2x8GB) DDR3 2400MHz PC3 19200 Desktop RAM, Red 1.65V","PC",5,0,0,"N","Y","Excellent.","This is a good RAM, I want another two sets.",2015-08-30
"9258","US",42712014,"R3HVX8CLKFT5B0","B00OTY083M",341814054,"Patriot Torch (7mm height) Solid State Drive - With Transfer Speeds of Up-To 555 MB/s read and 535 MB/s write","PC",5,0,0,"N","Y","It was amazing to see an operating system be installed in 5 ...","Meet my expectations.  It was amazing to see an operating system be installed in 5 minutes.",2015-08-30
"9259","US",10927573,"R1ZBTS8YUO5BC5","B00Q69G1D4",987741969,"iPearl mCover Hard Shell Case for 13.3"" Acer Chromebook 13 CB5-311 / C810 series Laptop","PC",5,0,0,"N","Y","Love it!","Amazing case. Keeps my white chromebook nice and clean. It is very durable and the color is so vibrant. I love it!",2015-08-30
"9260","US",51244425,"R24B7RYK4WMVB1","B00ODBNKXG",905095308,"Case for Fire HD 6 - Elsse Premium Folio Case with Stand for Fire HD 6 (Oct, 2014 Release)","PC",4,0,0,"N","Y","Four Stars","great case; fits well; love the color.",2015-08-30
"9261","US",7256019,"R3JRCJMMC29JXC","B009WC6RRC",248400324,"Motorola SURFboard SB5101N DOCSIS 2.0 Cable Modem - Non-Retail Packaging (Brown Box)","PC",3,0,0,"N","Y","Didn't last very long before problems started !","Received late in April , 2015 and has already begun to fail ? Has gone out and in since early August .",2015-08-30
"9262","US",11180537,"RPE14WGX75FK8","B00D2CNX5W",126067869,"Belkin Laptop Sleeve for Microsoft Surface Pro 3, Surface 3, Surface Pro 2, Surface Pro, MacBook Air '11, Small Chromebooks and Other 11"" Devices (Black)","PC",4,0,0,"N","Y","Four Stars","Very nice item. It will fit inside another bag due to its size and configuration. Kudos to the designer.",2015-08-30
"9263","US",42378506,"R1Y4VTKJQEPG7W","B006AB1TXU",68508813,"Rosewill Wireless N Dual Band Adapter","PC",4,0,0,"N","Y","Does the job, but nothing special.","Easy to install and drivers on disk worked fine. Works about the same as most wifi adapters I've used in this location. I think I will try a remote antenna and see if I can get a little better signal.",2015-08-30
"9264","US",19315447,"R37V9EP4LGWL24","B00DH13JZ2",765265176,"Mediabridge USB 2.0 - Micro-USB to USB Coiled Cable (2.5-6 Feet) - High-Speed A Male to Micro B (Part# 30-004-04C )","PC",5,0,0,"N","Y","great product! highly recommend especially for older phones with ...","great product!  highly recommend especially for older phones with worn usb ports as it makes for a tight snug connection to insure  good reliable charging.  nice thick solid construction.  coiled cord is more resistant to fraying and tangling and has reliably retained its shape in hot car temperatures of 90 plus. will definitely buy again as needed for all my devices.",2015-08-30
"9265","US",10408476,"R1BZYXJMT2WPZL","B008CS87CA",699214948,"Pwr+ 90W 65W AC-Adapter Laptop-Charger for Hp-Pavilion-Sleekbook 14 15; Hp-Envy-Spectre Xt Pro NV13 NV14 NV15 Ultrabook Long 12 Ft Power Cord : !!! Check Connector Photo !!!","PC",5,0,0,"N","Y","Just like promised","The power adapter was exactly what I was looking for. Works well with my laptop, charges it pretty quick and seems pretty sturdy, at least better than one I ordered from another seller previously that lasted only about a month. Would definitely order this item again.",2015-08-30
"9266","US",24020753,"R2CFQKZNSHI8K8","B001T9CU40",649308021,"SanDisk 16 GB microSDHC Flash Memory Card (card only) SDSDQM-016G","PC",3,0,0,"N","Y","Three Stars","ok",2015-08-30
"9267","US",37307946,"RM8OWQ5Z2G0Z4","B00COKNKS8",742983715,"DHT Electronics Handheld Antenna Cable for Wouxun Baofeng Quasheng Linton - Adapter for UHF Base and Mobile Antennas - SMA Female to UHF SO-239 Female Connectors 6''","PC",5,0,0,"N","Y","Five Stars","works fine",2015-08-30
"9268","US",18554617,"R176OA60GXEHBH","B00E0EXYDC",295068052,"Cooler Master Hyper Compact CPU Cooler with Dual Looped Direct Contact Heatpipes","PC",5,0,0,"N","Y","This Monster does the job!","Had problems with my PC freezing up I had to restart my computer time and time again because of overheating found out that my processor was getting too hot. I have a AMD octa core 8350 processor the original stock CPU fan cooler. I checked out several options on different CPU fan coolers some water coolers which I didn't want to try risking damage to my motherboard or any other components. So I did my research on this v8 Cooler Master it had good reviews even on YouTube. So I decided to take the risk and give it a shot and boy I'm glad I did my CPU now runs about 50% cooler than before and it doesn't shut down when trying to compress videos or gaming that was one of my biggest issues but now it's faster and it doesn't overheat at all. It's a little bulky in size but if you have the room it would be no problem at all, I have a mid size tower and it fit perfect. I would highly recommend this product for anyone who has multiple core processors does a lot of HD video compression  or lots of high graphics gaming. I'm quite sure that there are better CPU coolers out there but this one has my vote hands down.",2015-08-30
"9269","US",37150451,"R3LIN7XL4H4Z8S","B008UME0DS",128514970,"GATEWAY Nv73 Nv7310u Nv7316u Nv78 Nv7802u Nv79 Laptop Battery - Premium Superb Choice 6-cell Li-ion battery","PC",5,0,0,"N","Y","Five Stars","Perfect",2015-08-30
"9270","US",22173794,"R1OCNKKKV6PNHK","B00WQG6A8C",101275827,"Rii i8+ 2.4GHz Mini Wireless Keyboard with Touchpad Mouse,LED Backlit,Rechargable Li-ion Battery (Updated 2017,Backlit)","PC",5,0,0,"N","Y","Excellent keyboard/touchpad for specific uses.","The Rii i8+ works great if your typing needs consist of a web search or a small amount of text.  The touchpad is accurate enough for clicking a play button or some general OS tasks.  This is not a replacement for a good keyboard and mouse combo though.  The key layout is not the most convienent thing for typing long paragraphs, due in no small part to the solo shift key.  The touchpad works fine for general mouse movements, but the scrolling function is not the best.",2015-08-30
"9271","US",634622,"RJNZRLI421YLS","B00UPND1SA",533404426,"2015 New Model 10.1"" Quad Core Tablet Pc Google Android 4.4.2 Kitkat, 1gb Ram, 32gb Nand Flash, Built-in Bluetooth , Fm Radio, Hdmi, Google Play Pre- Installed, Dual Camera, 3d Game Supported","PC",1,0,0,"N","Y","Not a good product","Will not hold charge already had to replace",2015-08-30
